6.000000000000000888e-01,5.954999999999999183e-01,5.909999999999999698e-01,5.865000000000000213e-01,5.819999999999999618e-01,5.775000000000000133e-01,5.729999999999998428e-01,5.685000000000000053e-01,5.640000000000000568e-01,5.594999999999999973e-01,5.550000000000000488e-01,5.504999999999999893e-01,5.460000000000000409e-01,5.414999999999998703e-01,5.370000000000000329e-01,5.325000000000000844e-01,5.280000000000000249e-01,5.234999999999999654e-01,5.190000000000000169e-01,5.144999999999999574e-01,5.100000000000000089e-01,5.055000000000000604e-01,5.009999999999998899e-01,4.964999999999999969e-01,4.919999999999999929e-01,4.874999999999999889e-01,4.829999999999999294e-01,4.784999999999999809e-01,4.739999999999999214e-01,4.694999999999999729e-01,4.650000000000000799e-01,4.605000000000000759e-01,4.560000000000000719e-01,4.515000000000000124e-01,4.469999999999999529e-01,4.425000000000000044e-01,4.380000000000000560e-01,4.334999999999999964e-01,4.290000000000000480e-01,4.244999999999999885e-01,4.199999999999999845e-01,4.154999999999999249e-01,4.109999999999999765e-01,4.064999999999999725e-01,4.019999999999999685e-01,3.974999999999999645e-01,3.929999999999999605e-01,3.884999999999999565e-01,3.840000000000000080e-01,3.795000000000000040e-01,3.750000000000000000e-01
6.005043098175035787e-01,5.960071941814216734e-01,5.915100785453398791e-01,5.870129629092580847e-01,5.825158472731762904e-01,5.780187316370944961e-01,5.735216160010125908e-01,5.690245003649307964e-01,5.645273847288488911e-01,5.600302690927670968e-01,5.555331534566851914e-01,5.510360378206033971e-01,5.465389221845214918e-01,5.420418065484398085e-01,5.375446909123579031e-01,5.330475752762759978e-01,5.285504596401942035e-01,5.240533440041124091e-01,5.195562283680306148e-01,5.150591127319487095e-01,5.105619970958669152e-01,5.060648814597850098e-01,5.015677658237033265e-01,4.970706501876214212e-01,4.925735345515395713e-01,4.880764189154577215e-01,4.835793032793759272e-01,4.790821876432940218e-01,4.745850720072122275e-01,4.700879563711303222e-01,4.655908407350486389e-01,4.610937250989666780e-01,4.565966094628848282e-01,4.520994938268030339e-01,4.476023781907212951e-01,4.431052625546392787e-01,4.386081469185575954e-01,4.341110312824756901e-01,4.296139156463938957e-01,4.251168000103119904e-01,4.206196843742301961e-01,4.161225687381483462e-01,4.116254531020665519e-01,4.071283374659847021e-01,4.026312218299027967e-01,3.981341061938209469e-01,3.936369905577391526e-01,3.891398749216573028e-01,3.846427592855755639e-01,3.801456436494936586e-01,3.756485280134118643e-01
6.010173785888286435e-01,5.965232026626684503e-01,5.920290267365082570e-01,5.875348508103481748e-01,5.830406748841879816e-01,5.785464989580277884e-01,5.740523230318677061e-01,5.695581471057075129e-01,5.650639711795474307e-01,5.605697952533872375e-01,5.560756193272270442e-01,5.515814434010668510e-01,5.470872674749067688e-01,5.425930915487466866e-01,5.380989156225863823e-01,5.336047396964263001e-01,5.291105637702661069e-01,5.246163878441059136e-01,5.201222119179458314e-01,5.156280359917856382e-01,5.111338600656254449e-01,5.066396841394652517e-01,5.021455082133051695e-01,4.976513322871449763e-01,4.931571563609847830e-01,4.886629804348247008e-01,4.841688045086645076e-01,4.796746285825043699e-01,4.751804526563441766e-01,4.706862767301840944e-01,4.661921008040239012e-01,4.616979248778637079e-01,4.572037489517035702e-01,4.527095730255433770e-01,4.482153970993831837e-01,4.437212211732230460e-01,4.392270452470629638e-01,4.347328693209027706e-01,4.302386933947425773e-01,4.257445174685824951e-01,4.212503415424222464e-01,4.167561656162621087e-01,4.122619896901019709e-01,4.077678137639417777e-01,4.032736378377816400e-01,3.987794619116214467e-01,3.942852859854613645e-01,3.897911100593012268e-01,3.852969341331410336e-01,3.808027582069808958e-01,3.763085822808207581e-01
6.015393978711167655e-01,5.970482181772227559e-01,5.925570384833289683e-01,5.880658587894352918e-01,5.835746790955413932e-01,5.790834994016477166e-01,5.745923197077538180e-01,5.701011400138599194e-01,5.656099603199661319e-01,5.611187806260723443e-01,5.566276009321785567e-01,5.521364212382845471e-01,5.476452415443908706e-01,5.431540618504969720e-01,5.386628821566032954e-01,5.341717024627092858e-01,5.296805227688154982e-01,5.251893430749217107e-01,5.206981633810279231e-01,5.162069836871340245e-01,5.117158039932402369e-01,5.072246242993465604e-01,5.027334446054525507e-01,4.982422649115588742e-01,4.937510852176649756e-01,4.892599055237711880e-01,4.847687258298773449e-01,4.802775461359835019e-01,4.757863664420896033e-01,4.712951867481959822e-01,4.668040070543020281e-01,4.623128273604081850e-01,4.578216476665145085e-01,4.533304679726206099e-01,4.488392882787267668e-01,4.443481085848329237e-01,4.398569288909391917e-01,4.353657491970454041e-01,4.308745695031515055e-01,4.263833898092576624e-01,4.218922101153638748e-01,4.174010304214700873e-01,4.129098507275761887e-01,4.084186710336823456e-01,4.039274913397885580e-01,3.994363116458947705e-01,3.949451319520009829e-01,3.904539522581070843e-01,3.859627725642133522e-01,3.814715928703195091e-01,3.769804131764256661e-01
6.020705360279153817e-01,5.975824102840058272e-01,5.930942845400963837e-01,5.886061587961870512e-01,5.841180330522776076e-01,5.796299073083680531e-01,5.751417815644587206e-01,5.706536558205491660e-01,5.661655300766398335e-01,5.616774043327303900e-01,5.571892785888209465e-01,5.527011528449113920e-01,5.482130271010019484e-01,5.437249013570925049e-01,5.392367756131831724e-01,5.347486498692737289e-01,5.302605241253641744e-01,5.257723983814546198e-01,5.212842726375452873e-01,5.167961468936359548e-01,5.123080211497264003e-01,5.078198954058169567e-01,5.033317696619075132e-01,4.988436439179980697e-01,4.943555181740886817e-01,4.898673924301791827e-01,4.853792666862697391e-01,4.808911409423603511e-01,4.764030151984509076e-01,4.719148894545414641e-01,4.674267637106319651e-01,4.629386379667225770e-01,4.584505122228130780e-01,4.539623864789036900e-01,4.494742607349941910e-01,4.449861349910847474e-01,4.404980092471753039e-01,4.360098835032659159e-01,4.315217577593564724e-01,4.270336320154470289e-01,4.225455062715376409e-01,4.180573805276280863e-01,4.135692547837186983e-01,4.090811290398092548e-01,4.045930032958997558e-01,4.001048775519902567e-01,3.956167518080808687e-01,3.911286260641715362e-01,3.866405003202620372e-01,3.821523745763525937e-01,3.776642488324431501e-01
6.026110000276452272e-01,5.981259872062638649e-01,5.936409743848823917e-01,5.891559615635011404e-01,5.846709487421197782e-01,5.801859359207384159e-01,5.757009230993569426e-01,5.712159102779754694e-01,5.667308974565941071e-01,5.622458846352128559e-01,5.577608718138314936e-01,5.532758589924500203e-01,5.487908461710687691e-01,5.443058333496872958e-01,5.398208205283059335e-01,5.353358077069245713e-01,5.308507948855430980e-01,5.263657820641617358e-01,5.218807692427804845e-01,5.173957564213990112e-01,5.129107436000176490e-01,5.084257307786361757e-01,5.039407179572549245e-01,4.994557051358735622e-01,4.949706923144921999e-01,4.904856794931107822e-01,4.860006666717293089e-01,4.815156538503480022e-01,4.770306410289665844e-01,4.725456282075852776e-01,4.680606153862039154e-01,4.635756025648224976e-01,4.590905897434411354e-01,4.546055769220598286e-01,4.501205641006783553e-01,4.456355512792969931e-01,4.411505384579156308e-01,4.366655256365343241e-01,4.321805128151529063e-01,4.276954999937714885e-01,4.232104871723901263e-01,4.187254743510086530e-01,4.142404615296273462e-01,4.097554487082459840e-01,4.052704358868646217e-01,4.007854230654832040e-01,3.963004102441017862e-01,3.918153974227204794e-01,3.873303846013391172e-01,3.828453717799576439e-01,3.783603589585762816e-01
6.031609478667605551e-01,5.986791080511343344e-01,5.941972682355078916e-01,5.897154284198814489e-01,5.852335886042548951e-01,5.807517487886286744e-01,5.762699089730023427e-01,5.717880691573759000e-01,5.673062293417493462e-01,5.628243895261229035e-01,5.583425497104965718e-01,5.538607098948701291e-01,5.493788700792437973e-01,5.448970302636173546e-01,5.404151904479910229e-01,5.359333506323645802e-01,5.314515108167380264e-01,5.269696710011116947e-01,5.224878311854852520e-01,5.180059913698589202e-01,5.135241515542324775e-01,5.090423117386060348e-01,5.045604719229798141e-01,5.000786321073532603e-01,4.955967922917268731e-01,4.911149524761004304e-01,4.866331126604740431e-01,4.821512728448476559e-01,4.776694330292212132e-01,4.731875932135948815e-01,4.687057533979684387e-01,4.642239135823419405e-01,4.597420737667155533e-01,4.552602339510891660e-01,4.507783941354627233e-01,4.462965543198363361e-01,4.418147145042099488e-01,4.373328746885835061e-01,4.328510348729571189e-01,4.283691950573306761e-01,4.238873552417042889e-01,4.194055154260778462e-01,4.149236731109214871e-01,4.104418332882194820e-01,4.059599934655175879e-01,4.014781536428157493e-01,3.969963138201137998e-01,3.925144739974119057e-01,3.880326341747099561e-01,3.835507943520080065e-01,3.790689545293061680e-01
6.037206668701770029e-01,5.992420618898190998e-01,5.947634569094611967e-01,5.902848519291032936e-01,5.858062469487452795e-01,5.813276419683874874e-01,5.768490369880294732e-01,5.723704320076716812e-01,5.678918270273137781e-01,5.634132220469557639e-01,5.589346170665979718e-01,5.544560120862400687e-01,5.499774071058820546e-01,5.454988021255241515e-01,5.410201971451662484e-01,5.365415921648084563e-01,5.320629871844504422e-01,5.275843822040925390e-01,5.231057772237347470e-01,5.186271722433766218e-01,5.141485672630188297e-01,5.096699622826609266e-01,5.051913573023030235e-01,5.007127523219451204e-01,4.962341473415872728e-01,4.917555423612293697e-01,4.872769373808713556e-01,4.827983324005135080e-01,4.783197274201556048e-01,4.738411224397977017e-01,4.693625174594397431e-01,4.648839124790818955e-01,4.604053074987239924e-01,4.559267025183660338e-01,4.514480975380081307e-01,4.469694925576501721e-01,4.424908875772923245e-01,4.380122825969343103e-01,4.335336776165765182e-01,4.290550726362184486e-01,4.245764676558606565e-01,4.200978626755026979e-01,4.156192576951448503e-01,4.111406527147869472e-01,4.066620477344289886e-01,4.021834427540710855e-01,3.977048377737131823e-01,3.932262327933552237e-01,3.887476278129973761e-01,3.842690228326395285e-01,3.797904178522815144e-01
6.042902757921665424e-01,5.998149682611665368e-01,5.953396607301666421e-01,5.908643531991668585e-01,5.863890456681668528e-01,5.819137381371667361e-01,5.774384306061669525e-01,5.729631230751670579e-01,5.684878155441671632e-01,5.640125080131670465e-01,5.595372004821672629e-01,5.550618929511673683e-01,5.505865854201674736e-01,5.461112778891674679e-01,5.416359703581674623e-01,5.371606628271675676e-01,5.326853552961676730e-01,5.282100477651677783e-01,5.237347402341677727e-01,5.192594327031678780e-01,5.147841251721679834e-01,5.103088176411679777e-01,5.058335101101681941e-01,5.013582025791681884e-01,4.968828950481682383e-01,4.924075875171683436e-01,4.879322799861683380e-01,4.834569724551684433e-01,4.789816649241685487e-01,4.745063573931685985e-01,4.700310498621685928e-01,4.655557423311687537e-01,4.610804348001688036e-01,4.566051272691689644e-01,4.521298197381690143e-01,4.476545122071690086e-01,4.431792046761690584e-01,4.387038971451692193e-01,4.342285896141692136e-01,4.297532820831693190e-01,4.252779745521694243e-01,4.208026670211694187e-01,4.163273594901695795e-01,4.118520519591696849e-01,4.073767444281696237e-01,4.029014368971698401e-01,3.984261293661698344e-01,3.939508218351699398e-01,3.894755143041699896e-01,3.850002067731700395e-01,3.805248992421702003e-01
6.048700107636424406e-01,6.003980647947626537e-01,5.959261188258827557e-01,5.914541728570030799e-01,5.869822268881232930e-01,5.825102809192435060e-01,5.780383349503638302e-01,5.735663889814839322e-01,5.690944430126042564e-01,5.646224970437244695e-01,5.601505510748446826e-01,5.556786051059650067e-01,5.512066591370852198e-01,5.467347131682054329e-01,5.422627671993256460e-01,5.377908212304458591e-01,5.333188752615660722e-01,5.288469292926863963e-01,5.243749833238064983e-01,5.199030373549268225e-01,5.154310913860470356e-01,5.109591454171672487e-01,5.064871994482875728e-01,5.020152534794077859e-01,4.975433075105279990e-01,4.930713615416482121e-01,4.885994155727684252e-01,4.841274696038886938e-01,4.796555236350089624e-01,4.751835776661292310e-01,4.707116316972493886e-01,4.662396857283697127e-01,4.617677397594899258e-01,4.572957937906100834e-01,4.528238478217303520e-01,4.483519018528505096e-01,4.438799558839707782e-01,4.394080099150909913e-01,4.349360639462112044e-01,4.304641179773315285e-01,4.259921720084516861e-01,4.215202260395718992e-01,4.170482800706921678e-01,4.125763341018123809e-01,4.081043881329326495e-01,4.036324421640528626e-01,3.991604961951731312e-01,3.946885502262933443e-01,3.902166042574136129e-01,3.857446582885338815e-01,3.812727123196539836e-01
